Cell_ID,SRA Accession,Run_ID,cell_line,tissue
s0405_mouse20_HBRX3078_Tumor_1cells,SRX15228979,SRR19162759,PDX1,Tumor
s0406_mouse20_HBRX3078_Tumor_1cells,SRX15228980,SRR19162758,PDX1,Tumor
s0407_mouse20_HBRX3078_Tumor_1cells,SRX15228981,SRR19162757,PDX1,Tumor
s0408_mouse20_HBRX3078_Tumor_1cells,SRX15228982,SRR19162756,PDX1,Tumor
s0409_mouse20_HBRX3078_Tumor_1cells,SRX15228983,SRR19162755,PDX1,Tumor
s0410_mouse20_HBRX3078_Tumor_1cells,SRX15230970,SRR19164668,PDX1,Tumor
s0411_mouse20_HBRX3078_Tumor_1cells,SRX15230971,SRR19164667,PDX1,Tumor
s0412_mouse20_HBRX3078_Tumor_1cells,SRX15230972,SRR19164666,PDX1,Tumor
s0413_mouse20_HBRX3078_Tumor_1cells,SRX15230973,SRR19164665,PDX1,Tumor
s0414_mouse20_HBRX3078_Tumor_1cells,SRX15230974,SRR19164664,PDX1,Tumor
s0415_mouse20_HBRX3078_Tumor_1cells,SRX15230975,SRR19164663,PDX1,Tumor
s0416_mouse20_HBRX3078_Tumor_1cells,SRX15230976,SRR19164662,PDX1,Tumor
s0417_mouse20_HBRX3078_Tumor_1cells,SRX15230977,SRR19164661,PDX1,Tumor
s0418_mouse20_HBRX3078_Tumor_1cells,SRX15230978,SRR19164660,PDX1,Tumor
s0419_mouse20_HBRX3078_Tumor_1cells,SRX15230979,SRR19164659,PDX1,Tumor
s0420_mouse20_HBRX3078_Tumor_1cells,SRX15230980,SRR19164658,PDX1,Tumor
s0421_mouse20_HBRX3078_Tumor_1cells,SRX15230981,SRR19164657,PDX1,Tumor
s0422_mouse20_HBRX3078_Tumor_1cells,SRX15230982,SRR19164656,PDX1,Tumor
s0423_mouse20_HBRX3078_Tumor_1cells,SRX15230983,SRR19164655,PDX1,Tumor
s0424_mouse20_HBRX3078_Tumor_1cells,SRX15230984,SRR19164654,PDX1,Tumor
s0425_mouse20_HBRX3078_Tumor_1cells,SRX15230985,SRR19164653,PDX1,Tumor
s0426_mouse20_HBRX3078_Tumor_3cells,SRX15228664,SRR19162386,PDX1,Tumor
s0427_mouse20_HBRX3078_Tumor_1cells,SRX15228665,SRR19162385,PDX1,Tumor
s0428_mouse20_HBRX3078_Tumor_1cells,SRX15228666,SRR19162384,PDX1,Tumor
s0429_mouse20_HBRX3078_Tumor_1cells,SRX15228667,SRR19162383,PDX1,Tumor
s0430_mouse20_HBRX3078_Tumor_1cells,SRX15228668,SRR19162382,PDX1,Tumor
s0431_mouse20_HBRX3078_Tumor_1cells,SRX15228669,SRR19162381,PDX1,Tumor
s0432_mouse20_HBRX3078_Tumor_1cells,SRX15228670,SRR19162380,PDX1,Tumor
s0433_mouse20_HBRX3078_Tumor_1cells,SRX15228671,SRR19162379,PDX1,Tumor
s0434_mouse20_HBRX3078_Tumor_1cells,SRX15228672,SRR19162378,PDX1,Tumor
s0435_mouse20_HBRX3078_Tumor_1cells,SRX15228673,SRR19162377,PDX1,Tumor
s0436_mouse20_HBRX3078_Tumor_1cells,SRX15228674,SRR19162376,PDX1,Tumor
s0437_mouse20_HBRX3078_Tumor_1cells,SRX15228675,SRR19162375,PDX1,Tumor
s0438_mouse20_HBRX3078_Tumor_debriscells,SRX15228676,SRR19162374,PDX1,Tumor
s0439_mouse20_HBRX3078_Tumor_1cells,SRX15228677,SRR19162373,PDX1,Tumor
s0440_mouse20_HBRX3078_Tumor_1cells,SRX15228678,SRR19162372,PDX1,Tumor
s0441_mouse20_HBRX3078_Tumor_1cells,SRX15228679,SRR19162371,PDX1,Tumor
s0442_mouse20_HBRX3078_Tumor_1cells,SRX15228892,SRR19162502,PDX1,Tumor
s0443_mouse20_HBRX3078_Tumor_2cells,SRX15228893,SRR19162501,PDX1,Tumor
s0444_mouse20_HBRX3078_Tumor_1cells,SRX15228894,SRR19162500,PDX1,Tumor
s0445_mouse20_HBRX3078_Tumor_1cells,SRX15228895,SRR19162499,PDX1,Tumor
s0446_mouse20_HBRX3078_Tumor_1cells,SRX15228896,SRR19162498,PDX1,Tumor
s0447_mouse20_HBRX3078_Tumor_1cells,SRX15228897,SRR19162497,PDX1,Tumor
s0448_mouse20_HBRX3078_Tumor_0cells,SRX15228898,SRR19162496,PDX1,Tumor
s0449_mouse20_HBRX3078_Tumor_1cells,SRX15228899,SRR19162495,PDX1,Tumor
s0450_mouse20_HBRX3078_Tumor_1cells,SRX15228900,SRR19162494,PDX1,Tumor
s0451_mouse20_HBRX3078_Tumor_1cells,SRX15228901,SRR19162493,PDX1,Tumor
s0452_mouse20_HBRX3078_Tumor_1cells,SRX15228902,SRR19162492,PDX1,Tumor
s0453_mouse20_HBRX3078_Tumor_1cells,SRX15228903,SRR19162491,PDX1,Tumor
s0454_mouse20_HBRX3078_Tumor_1cells,SRX15228904,SRR19162490,PDX1,Tumor
s0455_mouse20_HBRX3078_Tumor_3cells,SRX15228905,SRR19162489,PDX1,Tumor
s0456_mouse20_HBRX3078_Tumor_1cells,SRX15228906,SRR19162488,PDX1,Tumor
s0457_mouse20_HBRX3078_Tumor_1cells,SRX15228907,SRR19162487,PDX1,Tumor
s0458_mouse20_HBRX3078_Tumor_1cells,SRX15228984,SRR19162754,PDX1,Tumor
s0459_mouse20_HBRX3078_Tumor_1cells,SRX15228985,SRR19162753,PDX1,Tumor
s0460_mouse20_HBRX3078_Tumor_1cells,SRX15228986,SRR19162752,PDX1,Tumor
s0461_mouse20_HBRX3078_Tumor_1cells,SRX15228987,SRR19162751,PDX1,Tumor
s0462_mouse20_HBRX3078_Tumor_1cells,SRX15228988,SRR19162750,PDX1,Tumor
s0463_mouse20_HBRX3078_Tumor_1cells,SRX15228989,SRR19162749,PDX1,Tumor
s0464_mouse20_HBRX3078_Tumor_1cells,SRX15228990,SRR19162748,PDX1,Tumor
s0465_mouse20_HBRX3078_Tumor_2cells,SRX15228991,SRR19162747,PDX1,Tumor
s0466_mouse20_HBRX3078_Tumor_1cells,SRX15228992,SRR19162746,PDX1,Tumor
s0467_mouse20_HBRX3078_Tumor_1cells,SRX15228993,SRR19162745,PDX1,Tumor
s0468_mouse20_HBRX3078_Tumor_1cells,SRX15228994,SRR19162744,PDX1,Tumor
s0469_mouse20_HBRX3078_Tumor_1cells,SRX15228995,SRR19162743,PDX1,Tumor
s0470_mouse20_HBRX3078_Tumor_1cells,SRX15228996,SRR19162742,PDX1,Tumor
s0471_mouse20_HBRX3078_Tumor_1cells,SRX15228997,SRR19162741,PDX1,Tumor
s0472_mouse20_HBRX3078_Tumor_1cells,SRX15228998,SRR19162740,PDX1,Tumor
s0473_mouse20_HBRX3078_Tumor_1cells,SRX15228999,SRR19162739,PDX1,Tumor
s0474_mouse20_HBRX3078_Tumor_1cells,SRX15230986,SRR19164652,PDX1,Tumor
s0475_mouse20_HBRX3078_Tumor_1cells,SRX15230987,SRR19164651,PDX1,Tumor
s0476_mouse20_HBRX3078_Tumor_1cells,SRX15230988,SRR19164650,PDX1,Tumor
s0477_mouse20_HBRX3078_Tumor_1cells,SRX15230989,SRR19164649,PDX1,Tumor
s0478_mouse20_HBRX3078_Tumor_2cells,SRX15230990,SRR19164648,PDX1,Tumor
s0479_mouse20_HBRX3078_Tumor_1cells,SRX15230991,SRR19164647,PDX1,Tumor
s0480_mouse20_HBRX3078_Tumor_2cells,SRX15230992,SRR19164646,PDX1,Tumor
s0481_mouse20_HBRX3078_Metastases_3cells,SRX15230993,SRR19164645,PDX1,Metastases
s0482_mouse20_HBRX3078_Metastases_1cells,SRX15230994,SRR19164644,PDX1,Metastases
s0483_mouse20_HBRX3078_Metastases_2cells,SRX15230995,SRR19164643,PDX1,Metastases
s0484_mouse20_HBRX3078_Metastases_1cells,SRX15230996,SRR19164642,PDX1,Metastases
s0485_mouse20_HBRX3078_Metastases_1cells,SRX15230997,SRR19164641,PDX1,Metastases
s0486_mouse20_HBRX3078_Metastases_1cells,SRX15230998,SRR19164640,PDX1,Metastases
s0487_mouse20_HBRX3078_Metastases_1cells,SRX15230999,SRR19164639,PDX1,Metastases
s0488_mouse20_HBRX3078_Metastases_1cells,SRX15231000,SRR19164638,PDX1,Metastases
s0489_mouse20_HBRX3078_Metastases_1cells,SRX15231001,SRR19164637,PDX1,Metastases
s0490_mouse20_HBRX3078_Metastases_1cells,SRX15228680,SRR19162370,PDX1,Metastases
s0491_mouse20_HBRX3078_Metastases_1cells,SRX15228681,SRR19162369,PDX1,Metastases
s0492_mouse20_HBRX3078_Metastases_1cells,SRX15228682,SRR19162368,PDX1,Metastases
s0493_mouse20_HBRX3078_Metastases_1cells,SRX15228683,SRR19162367,PDX1,Metastases
s0494_mouse20_HBRX3078_Metastases_1cells,SRX15228684,SRR19162366,PDX1,Metastases
s0495_mouse20_HBRX3078_Metastases_1cells,SRX15228685,SRR19162365,PDX1,Metastases
s0496_mouse20_HBRX3078_Metastases_1cells,SRX15228686,SRR19162364,PDX1,Metastases
s0497_mouse20_HBRX3078_Metastases_1cells,SRX15228687,SRR19162363,PDX1,Metastases
s0498_mouse20_HBRX3078_Metastases_1cells,SRX15228688,SRR19162362,PDX1,Metastases
s0499_mouse20_HBRX3078_Metastases_1cells,SRX15228689,SRR19162361,PDX1,Metastases
s0500_mouse20_HBRX3078_Metastases_1cells,SRX15228690,SRR19162360,PDX1,Metastases
s0501_mouse20_HBRX3078_Metastases_1cells,SRX15228691,SRR19162359,PDX1,Metastases
s0502_mouse20_HBRX3078_Metastases_2cells,SRX15228692,SRR19162358,PDX1,Metastases
s0503_mouse20_HBRX3078_Metastases_1cells,SRX15228693,SRR19162357,PDX1,Metastases
s0504_mouse20_HBRX3078_Metastases_1cells,SRX15228694,SRR19162356,PDX1,Metastases
s0505_mouse20_HBRX3078_Metastases_1cells,SRX15228695,SRR19162355,PDX1,Metastases
s0506_mouse20_HBRX3078_Metastases_1cells,SRX15228908,SRR19162486,PDX1,Metastases
s0507_mouse20_HBRX3078_Metastases_1cells,SRX15228909,SRR19162485,PDX1,Metastases
s0508_mouse20_HBRX3078_Metastases_1cells,SRX15228910,SRR19162484,PDX1,Metastases
s0509_mouse20_HBRX3078_Metastases_1cells,SRX15228911,SRR19162483,PDX1,Metastases
s0510_mouse20_HBRX3078_Metastases_1cells,SRX15228912,SRR19162482,PDX1,Metastases
s0511_mouse20_HBRX3078_Metastases_2cells,SRX15228913,SRR19162481,PDX1,Metastases
s0512_mouse20_HBRX3078_Metastases_1cells,SRX15228914,SRR19162480,PDX1,Metastases
s0513_mouse20_HBRX3078_Metastases_1cells,SRX15228915,SRR19162479,PDX1,Metastases
s0514_mouse20_HBRX3078_Metastases_2cells,SRX15228916,SRR19162478,PDX1,Metastases
s0515_mouse20_HBRX3078_Metastases_1cells,SRX15228917,SRR19162477,PDX1,Metastases
s0516_mouse20_HBRX3078_Metastases_1cells,SRX15228918,SRR19162476,PDX1,Metastases
s0517_mouse20_HBRX3078_Metastases_1cells,SRX15228919,SRR19162475,PDX1,Metastases
s0518_mouse20_HBRX3078_Metastases_1cells,SRX15228920,SRR19162474,PDX1,Metastases
s0519_mouse20_HBRX3078_Metastases_1cells,SRX15228921,SRR19162473,PDX1,Metastases
s0520_mouse20_HBRX3078_Metastases_1cells,SRX15228922,SRR19162472,PDX1,Metastases
s0521_mouse20_HBRX3078_Metastases_1cells,SRX15228923,SRR19162471,PDX1,Metastases
s0522_mouse20_HBRX3078_Metastases_1cells,SRX15229000,SRR19162738,PDX1,Metastases
s0523_mouse20_HBRX3078_Metastases_1cells,SRX15229001,SRR19162737,PDX1,Metastases
s0524_mouse20_HBRX3078_Metastases_1cells,SRX15229002,SRR19162736,PDX1,Metastases
s0525_mouse20_HBRX3078_Metastases_1cells,SRX15229003,SRR19162735,PDX1,Metastases
s0526_mouse20_HBRX3078_Metastases_1cells,SRX15229004,SRR19162734,PDX1,Metastases
s0527_mouse20_HBRX3078_Metastases_1cells,SRX15229005,SRR19162733,PDX1,Metastases
s0528_mouse20_HBRX3078_Metastases_2cells,SRX15229006,SRR19162732,PDX1,Metastases
s0529_mouse20_HBRX3078_Metastases_1cells,SRX15229007,SRR19162731,PDX1,Metastases
s0530_mouse20_HBRX3078_Metastases_1cells,SRX15229008,SRR19162730,PDX1,Metastases
s0531_mouse20_HBRX3078_Metastases_1cells,SRX15229009,SRR19162729,PDX1,Metastases
s0532_mouse20_HBRX3078_Metastases_1cells,SRX15229010,SRR19162728,PDX1,Metastases
s0533_mouse20_HBRX3078_Metastases_2cells,SRX15229011,SRR19162727,PDX1,Metastases
s0534_mouse20_HBRX3078_Metastases_1cells,SRX15229012,SRR19162726,PDX1,Metastases
s0535_mouse20_HBRX3078_Metastases_1cells,SRX15229013,SRR19162725,PDX1,Metastases
s0536_mouse20_HBRX3078_Metastases_2cells,SRX15229014,SRR19162724,PDX1,Metastases
s0537_mouse20_HBRX3078_Metastases_2cells,SRX15229015,SRR19162723,PDX1,Metastases
s0538_mouse20_HBRX3078_Metastases_1cells,SRX15231002,SRR19164636,PDX1,Metastases
s0539_mouse20_HBRX3078_Metastases_1cells,SRX15231003,SRR19164635,PDX1,Metastases
s0540_mouse20_HBRX3078_Metastases_debriscells,SRX15231004,SRR19164634,PDX1,Metastases
s0541_mouse20_HBRX3078_Metastases_1cells,SRX15231005,SRR19164633,PDX1,Metastases
s0542_mouse20_HBRX3078_Metastases_1cells,SRX15231006,SRR19164632,PDX1,Metastases
s0543_mouse20_HBRX3078_Metastases_1cells,SRX15231007,SRR19164631,PDX1,Metastases
s0544_mouse20_HBRX3078_Metastases_1cells,SRX15231008,SRR19164630,PDX1,Metastases
s0545_mouse20_HBRX3078_Metastases_1cells,SRX15231009,SRR19164629,PDX1,Metastases
s0546_mouse20_HBRX3078_Metastases_2cells,SRX15231010,SRR19164628,PDX1,Metastases
s0547_mouse20_HBRX3078_Metastases_1cells,SRX15231011,SRR19164627,PDX1,Metastases
s0548_mouse20_HBRX3078_Metastases_1cells,SRX15231012,SRR19164626,PDX1,Metastases
s0549_mouse20_HBRX3078_Metastases_1cells,SRX15231013,SRR19164625,PDX1,Metastases
s0550_mouse20_HBRX3078_Metastases_1cells,SRX15231014,SRR19164624,PDX1,Metastases
s0551_mouse20_HBRX3078_Metastases_1cells,SRX15231015,SRR19164623,PDX1,Metastases
s0552_mouse20_HBRX3078_Metastases_1cells,SRX15231016,SRR19164622,PDX1,Metastases
s0553_mouse20_HBRX3078_Metastases_3cells,SRX15231017,SRR19164621,PDX1,Metastases
s0554_mouse20_HBRX3078_Metastases_1cells,SRX15228696,SRR19162354,PDX1,Metastases
s0555_mouse20_HBRX3078_Metastases_1cells,SRX15228697,SRR19162353,PDX1,Metastases
s0556_mouse20_HBRX3078_Metastases_1cells,SRX15228698,SRR19162352,PDX1,Metastases
s0557_mouse20_HBRX3078_Metastases_1cells,SRX15228699,SRR19162351,PDX1,Metastases
s0558_mouse20_HBRX3078_Metastases_2cells,SRX15228700,SRR19162350,PDX1,Metastases
s0559_mouse20_HBRX3078_Metastases_1cells,SRX15228701,SRR19162349,PDX1,Metastases
s0560_mouse20_HBRX3078_Metastases_1cells,SRX15228702,SRR19162348,PDX1,Metastases
s0561_mouse20_HBRX3078_Metastases_1cells,SRX15228703,SRR19162347,PDX1,Metastases
s0562_mouse20_HBRX3078_Metastases_1cells,SRX15228704,SRR19162346,PDX1,Metastases
s0563_mouse20_HBRX3078_Metastases_1cells,SRX15228705,SRR19162345,PDX1,Metastases
s0564_mouse20_HBRX3078_Metastases_1cells,SRX15228706,SRR19162344,PDX1,Metastases
s0565_mouse20_HBRX3078_Metastases_1cells,SRX15228707,SRR19162343,PDX1,Metastases
s0566_mouse20_HBRX3078_Metastases_1cells,SRX15228708,SRR19162342,PDX1,Metastases
s0567_mouse20_HBRX3078_Metastases_1cells,SRX15228709,SRR19162341,PDX1,Metastases
s0568_mouse20_HBRX3078_Metastases_1cells,SRX15228710,SRR19162340,PDX1,Metastases
s0569_mouse20_HBRX3078_Metastases_1cells,SRX15228711,SRR19162339,PDX1,Metastases
s0570_mouse20_HBRX3078_Metastases_1cells,SRX15228924,SRR19162470,PDX1,Metastases
s0571_mouse20_HBRX3078_Metastases_1cells,SRX15228925,SRR19162469,PDX1,Metastases
s0572_mouse20_HBRX3078_Metastases_1cells,SRX15228926,SRR19162468,PDX1,Metastases
s0573_mouse20_HBRX3078_Metastases_1cells,SRX15228927,SRR19162467,PDX1,Metastases
s0574_mouse20_HBRX3078_Metastases_1cells,SRX15228928,SRR19162466,PDX1,Metastases
s0575_mouse20_HBRX3078_Metastases_1cells,SRX15228929,SRR19162465,PDX1,Metastases
s0576_mouse20_HBRX3078_Metastases_1cells,SRX15228930,SRR19162464,PDX1,Metastases
s0577_mouse21_HBRX3078_Tumor_1cells,SRX15228931,SRR19162463,PDX1,Tumor
s0578_mouse21_HBRX3078_Tumor_1cells,SRX15228932,SRR19162462,PDX1,Tumor
s0579_mouse21_HBRX3078_Tumor_3cells,SRX15228933,SRR19162461,PDX1,Tumor
s0580_mouse21_HBRX3078_Tumor_1cells,SRX15228934,SRR19162460,PDX1,Tumor
s0581_mouse21_HBRX3078_Tumor_1cells,SRX15228935,SRR19162459,PDX1,Tumor
s0582_mouse21_HBRX3078_Tumor_1cells,SRX15228936,SRR19162458,PDX1,Tumor
s0583_mouse21_HBRX3078_Tumor_1cells,SRX15228937,SRR19162457,PDX1,Tumor
s0584_mouse21_HBRX3078_Tumor_1cells,SRX15228938,SRR19162456,PDX1,Tumor
s0585_mouse21_HBRX3078_Tumor_1cells,SRX15228939,SRR19162455,PDX1,Tumor
s0586_mouse21_HBRX3078_Tumor_1cells,SRX15229016,SRR19162722,PDX1,Tumor
s0587_mouse21_HBRX3078_Tumor_1cells,SRX15229017,SRR19162721,PDX1,Tumor
s0588_mouse21_HBRX3078_Tumor_1cells,SRX15229018,SRR19162720,PDX1,Tumor
s0589_mouse21_HBRX3078_Tumor_1cells,SRX15229019,SRR19162719,PDX1,Tumor
s0590_mouse21_HBRX3078_Tumor_1cells,SRX15229020,SRR19162718,PDX1,Tumor
s0591_mouse21_HBRX3078_Tumor_1cells,SRX15229021,SRR19162717,PDX1,Tumor
s0592_mouse21_HBRX3078_Tumor_1cells,SRX15229022,SRR19162716,PDX1,Tumor
s0593_mouse21_HBRX3078_Tumor_1cells,SRX15229023,SRR19162715,PDX1,Tumor
s0594_mouse21_HBRX3078_Tumor_1cells,SRX15229024,SRR19162714,PDX1,Tumor
s0595_mouse21_HBRX3078_Tumor_1cells,SRX15229025,SRR19162713,PDX1,Tumor
s0596_mouse21_HBRX3078_Tumor_1cells,SRX15229026,SRR19162712,PDX1,Tumor
s0597_mouse21_HBRX3078_Tumor_1cells,SRX15229027,SRR19162711,PDX1,Tumor
s0598_mouse21_HBRX3078_Tumor_1cells,SRX15229028,SRR19162710,PDX1,Tumor
s0599_mouse21_HBRX3078_Tumor_1cells,SRX15229029,SRR19162709,PDX1,Tumor
s0600_mouse21_HBRX3078_Tumor_1cells,SRX15229030,SRR19162708,PDX1,Tumor
s0601_mouse21_HBRX3078_Tumor_1cells,SRX15229031,SRR19162707,PDX1,Tumor
s0602_mouse21_HBRX3078_Tumor_1cells,SRX15231018,SRR19164620,PDX1,Tumor
s0603_mouse21_HBRX3078_Tumor_1cells,SRX15231019,SRR19164619,PDX1,Tumor
s0604_mouse21_HBRX3078_Tumor_1cells,SRX15231020,SRR19164618,PDX1,Tumor
s0605_mouse21_HBRX3078_Tumor_1cells,SRX15231021,SRR19164617,PDX1,Tumor
s0606_mouse21_HBRX3078_Tumor_1cells,SRX15231022,SRR19164616,PDX1,Tumor
s0607_mouse21_HBRX3078_Tumor_2cells,SRX15231023,SRR19164615,PDX1,Tumor
s0608_mouse21_HBRX3078_Tumor_1cells,SRX15231024,SRR19164614,PDX1,Tumor
s0609_mouse21_HBRX3078_Tumor_1cells,SRX15231025,SRR19164613,PDX1,Tumor
s0610_mouse21_HBRX3078_Tumor_1cells,SRX15231026,SRR19164612,PDX1,Tumor
s0611_mouse21_HBRX3078_Tumor_1cells,SRX15231027,SRR19164611,PDX1,Tumor
s0612_mouse21_HBRX3078_Tumor_1cells,SRX15231028,SRR19164610,PDX1,Tumor
s0613_mouse21_HBRX3078_Tumor_1cells,SRX15231029,SRR19164609,PDX1,Tumor
s0614_mouse21_HBRX3078_Tumor_1cells,SRX15231030,SRR19164608,PDX1,Tumor
s0615_mouse21_HBRX3078_Tumor_1cells,SRX15231031,SRR19164607,PDX1,Tumor
s0616_mouse21_HBRX3078_Tumor_1cells,SRX15231032,SRR19164606,PDX1,Tumor
s0617_mouse21_HBRX3078_Tumor_1cells,SRX15231033,SRR19164605,PDX1,Tumor
s0618_mouse21_HBRX3078_Tumor_1cells,SRX15228712,SRR19162338,PDX1,Tumor
s0619_mouse21_HBRX3078_Tumor_3cells,SRX15228713,SRR19162337,PDX1,Tumor
s0620_mouse21_HBRX3078_Tumor_1cells,SRX15228714,SRR19162336,PDX1,Tumor
s0621_mouse21_HBRX3078_Tumor_1cells,SRX15228715,SRR19162335,PDX1,Tumor
s0622_mouse21_HBRX3078_Tumor_1cells,SRX15228716,SRR19162334,PDX1,Tumor
s0623_mouse21_HBRX3078_Tumor_1cells,SRX15228717,SRR19162333,PDX1,Tumor
s0624_mouse21_HBRX3078_Tumor_2cells,SRX15228718,SRR19162332,PDX1,Tumor
s0625_mouse21_HBRX3078_Tumor_2cells,SRX15228719,SRR19162331,PDX1,Tumor
s0626_mouse21_HBRX3078_Tumor_1cells,SRX15228720,SRR19162330,PDX1,Tumor
s0627_mouse21_HBRX3078_Tumor_1cells,SRX15228721,SRR19162329,PDX1,Tumor
s0628_mouse21_HBRX3078_Tumor_1cells,SRX15228722,SRR19162328,PDX1,Tumor
s0629_mouse21_HBRX3078_Tumor_1cells,SRX15228723,SRR19162327,PDX1,Tumor
s0630_mouse21_HBRX3078_Tumor_1cells,SRX15228724,SRR19162326,PDX1,Tumor
s0631_mouse21_HBRX3078_Tumor_1cells,SRX15228725,SRR19162325,PDX1,Tumor
s0632_mouse21_HBRX3078_Tumor_1cells,SRX15228726,SRR19162324,PDX1,Tumor
s0633_mouse21_HBRX3078_Tumor_1cells,SRX15228727,SRR19162323,PDX1,Tumor
s0634_mouse21_HBRX3078_Tumor_1cells,SRX15228940,SRR19162454,PDX1,Tumor
s0635_mouse21_HBRX3078_Tumor_1cells,SRX15228941,SRR19162453,PDX1,Tumor
s0636_mouse21_HBRX3078_Tumor_1cells,SRX15228942,SRR19162452,PDX1,Tumor
s0637_mouse21_HBRX3078_Tumor_debriscells,SRX15228943,SRR19162451,PDX1,Tumor
s0638_mouse21_HBRX3078_Tumor_1cells,SRX15228944,SRR19162450,PDX1,Tumor
s0639_mouse21_HBRX3078_Tumor_1cells,SRX15228945,SRR19162449,PDX1,Tumor
s0640_mouse21_HBRX3078_Tumor_1cells,SRX15228946,SRR19162448,PDX1,Tumor
s0641_mouse21_HBRX3078_Tumor_1cells,SRX15228947,SRR19162447,PDX1,Tumor
s0642_mouse21_HBRX3078_Tumor_1cells,SRX15228948,SRR19162446,PDX1,Tumor
s0643_mouse21_HBRX3078_Tumor_1cells,SRX15228949,SRR19162445,PDX1,Tumor
s0644_mouse21_HBRX3078_Tumor_1cells,SRX15228950,SRR19162444,PDX1,Tumor
s0645_mouse21_HBRX3078_Tumor_1cells,SRX15228951,SRR19162443,PDX1,Tumor
s0646_mouse21_HBRX3078_Tumor_1cells,SRX15228952,SRR19162442,PDX1,Tumor
s0647_mouse21_HBRX3078_Tumor_1cells,SRX15228953,SRR19162441,PDX1,Tumor
s0648_mouse21_HBRX3078_Tumor_1cells,SRX15228954,SRR19162440,PDX1,Tumor
s0649_mouse21_HBRX3078_Tumor_1cells,SRX15228955,SRR19162439,PDX1,Tumor
s0650_mouse21_HBRX3078_Tumor_1cells,SRX15229032,SRR19162706,PDX1,Tumor
s0651_mouse21_HBRX3078_Tumor_1cells,SRX15229033,SRR19162705,PDX1,Tumor
s0652_mouse21_HBRX3078_Tumor_1cells,SRX15229034,SRR19162704,PDX1,Tumor
s0653_mouse21_HBRX3078_Tumor_1cells,SRX15229035,SRR19162703,PDX1,Tumor
s0654_mouse21_HBRX3078_Tumor_1cells,SRX15229036,SRR19162702,PDX1,Tumor
s0655_mouse21_HBRX3078_Tumor_1cells,SRX15229037,SRR19162701,PDX1,Tumor
s0656_mouse21_HBRX3078_Tumor_1cells,SRX15229038,SRR19162700,PDX1,Tumor
s0657_mouse21_HBRX3078_Tumor_1cells,SRX15229039,SRR19162699,PDX1,Tumor
s0658_mouse21_HBRX3078_Tumor_1cells,SRX15229040,SRR19162698,PDX1,Tumor
s0659_mouse21_HBRX3078_Tumor_1cells,SRX15229041,SRR19162697,PDX1,Tumor
s0660_mouse21_HBRX3078_Tumor_1cells,SRX15229042,SRR19162696,PDX1,Tumor
s0661_mouse21_HBRX3078_Tumor_1cells,SRX15229043,SRR19162695,PDX1,Tumor
s0662_mouse21_HBRX3078_Tumor_1cells,SRX15229044,SRR19162694,PDX1,Tumor
s0663_mouse21_HBRX3078_Tumor_1cells,SRX15229045,SRR19162693,PDX1,Tumor
s0664_mouse21_HBRX3078_Tumor_1cells,SRX15229046,SRR19162692,PDX1,Tumor
s0665_mouse21_HBRX3078_Tumor_1cells,SRX15229047,SRR19162691,PDX1,Tumor
s0666_mouse21_HBRX3078_Tumor_1cells,SRX15231034,SRR19164604,PDX1,Tumor
s0667_mouse21_HBRX3078_Tumor_1cells,SRX15231035,SRR19164603,PDX1,Tumor
s0668_mouse21_HBRX3078_Tumor_1cells,SRX15231036,SRR19164602,PDX1,Tumor
s0669_mouse21_HBRX3078_Tumor_1cells,SRX15231037,SRR19164601,PDX1,Tumor
s0670_mouse21_HBRX3078_Tumor_1cells,SRX15231038,SRR19164600,PDX1,Tumor
s0671_mouse21_HBRX3078_Tumor_1cells,SRX15231039,SRR19164599,PDX1,Tumor
s0672_mouse21_HBRX3078_Tumor_1cells,SRX15231040,SRR19164598,PDX1,Tumor
s0673_mouse21_HBRX3078_Metastases_1cells,SRX15231041,SRR19164597,PDX1,Metastases
s0674_mouse21_HBRX3078_Metastases_1cells,SRX15231042,SRR19164596,PDX1,Metastases
s0675_mouse21_HBRX3078_Metastases_1cells,SRX15231043,SRR19164595,PDX1,Metastases
s0676_mouse21_HBRX3078_Metastases_1cells,SRX15231044,SRR19164594,PDX1,Metastases
s0677_mouse21_HBRX3078_Metastases_1cells,SRX15231045,SRR19164593,PDX1,Metastases
s0678_mouse21_HBRX3078_Metastases_1cells,SRX15231046,SRR19164592,PDX1,Metastases
s0679_mouse21_HBRX3078_Metastases_1cells,SRX15231047,SRR19164591,PDX1,Metastases
s0680_mouse21_HBRX3078_Metastases_1cells,SRX15231048,SRR19164590,PDX1,Metastases
s0681_mouse21_HBRX3078_Metastases_0cells,SRX15231049,SRR19164589,PDX1,Metastases
s0682_mouse21_HBRX3078_Metastases_1cells,SRX15228728,SRR19162322,PDX1,Metastases
s0683_mouse21_HBRX3078_Metastases_1cells,SRX15228729,SRR19162321,PDX1,Metastases
s0684_mouse21_HBRX3078_Metastases_1cells,SRX15228730,SRR19162320,PDX1,Metastases
s0685_mouse21_HBRX3078_Metastases_0cells,SRX15228731,SRR19162319,PDX1,Metastases
s0686_mouse21_HBRX3078_Metastases_1cells,SRX15228732,SRR19162318,PDX1,Metastases
s0687_mouse21_HBRX3078_Metastases_1cells,SRX15228733,SRR19162317,PDX1,Metastases
s0688_mouse21_HBRX3078_Metastases_debriscells,SRX15228734,SRR19162316,PDX1,Metastases
s0689_mouse21_HBRX3078_Metastases_0cells,SRX15228735,SRR19162315,PDX1,Metastases
